0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290322580645161289e-02,2.903225806451612684e-02,7.419354838709678324e-02,1.225806451612903442e-01,1.677419354838710075e-01,1.451612903225805995e-01,2.580645161290322509e-01,2.354838709677418984e-01,2.451612903225806051e-01,2.612903225806451624e-01,2.903225806451613100e-01,3.161290322580644907e-01,3.354838709677419595e-01,3.000000000000000444e-01,2.903225806451611990e-01,3.225806451612903691e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.225806451612900187e-03,1.612903225806451221e-02,5.806451612903228143e-02,9.354838709677418263e-02,1.580645161290322454e-01,2.322580645161290147e-01,2.161290322580645962e-01,2.419354838709676936e-01,2.612903225806451069e-01,2.580645161290321954e-01,2.967741935483871885e-01,3.419354838709677269e-01,3.354838709677419040e-01,3.580645161290323397e-01,3.677419354838710186e-01,3.483870967741936053e-01,3.612903225806451402e-01,3.580645161290322842e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.258064516129031432e-02,3.870967741935484041e-02,9.032258064516129892e-02,1.483870967741935387e-01,2.451612903225806051e-01,2.000000000000000111e-01,2.580645161290321954e-01,3.064516129032258673e-01,2.677419354838709853e-01,3.064516129032258673e-01,3.806451612903226644e-01,3.645161290322581071e-01,3.967741935483871663e-01,3.516129032258065168e-01,3.903225806451613433e-01,4.322580645161290813e-01,4.032258064516128782e-01,3.838709677419355204e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.225806451612900187e-03,9.032258064516128504e-02,1.129032258064516514e-01,1.967741935483871274e-01,2.483870967741935998e-01,2.709677419354837857e-01,3.129032258064515792e-01,3.064516129032258673e-01,2.838709677419354316e-01,3.838709677419355204e-01,3.548387096774193727e-01,3.645161290322581626e-01,3.806451612903226644e-01,3.903225806451612878e-01,4.032258064516129892e-01,3.870967741935483764e-01,3.838709677419354649e-01,4.580645161290322065e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.258064516129031432e-02,8.709677419354835970e-02,1.387096774193548321e-01,2.161290322580645407e-01,2.387096774193548099e-01,2.967741935483870774e-01,3.064516129032258118e-01,3.483870967741934943e-01,3.548387096774193727e-01,3.322580645161290480e-01,4.064516129032257896e-01,4.419354838709678157e-01,3.419354838709677269e-01,3.935483870967742548e-01,3.645161290322581626e-01,3.903225806451613433e-01,4.225806451612904024e-01,4.225806451612904024e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.580645161290321538e-02,1.387096774193548598e-01,1.645161290322580405e-01,2.419354838709676936e-01,2.483870967741935165e-01,2.967741935483871329e-01,3.064516129032258673e-01,3.129032258064515792e-01,3.290322580645160810e-01,3.774193548387096420e-01,3.677419354838710186e-01,4.000000000000000222e-01,3.935483870967741993e-01,3.903225806451613433e-01,4.387096774193547932e-01,3.935483870967741438e-01,3.838709677419355204e-01,3.903225806451612878e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.451612903225807660e-02,1.161290322580645074e-01,1.870967741935483930e-01,2.838709677419354871e-01,3.129032258064515792e-01,3.193548387096773467e-01,3.612903225806450846e-01,3.483870967741934943e-01,4.000000000000000222e-01,3.645161290322581071e-01,3.935483870967741993e-01,4.354838709677419928e-01,3.709677419354838745e-01,3.451612903225806939e-01,4.516129032258063836e-01,4.516129032258063836e-01,4.322580645161290258e-01,4.580645161290322065e-01
0.000000000000000000e+00,6.451612903225800374e-03,8.064516129032259228e-02,1.516129032258065057e-01,1.806451612903225423e-01,2.548387096774192839e-01,2.967741935483870774e-01,3.419354838709677824e-01,3.516129032258065168e-01,3.903225806451613433e-01,4.129032258064516125e-01,3.225806451612903136e-01,3.806451612903226089e-01,3.935483870967742548e-01,3.677419354838710186e-01,4.161290322580645240e-01,4.354838709677418818e-01,3.677419354838709076e-01,3.677419354838710186e-01,4.677419354838709964e-01
0.000000000000000000e+00,6.451612903225800374e-03,7.419354838709679711e-02,1.387096774193548598e-01,2.612903225806451069e-01,2.387096774193548099e-01,3.193548387096775132e-01,2.870967741935482875e-01,3.806451612903225534e-01,3.548387096774193727e-01,4.000000000000000222e-01,3.677419354838710186e-01,3.903225806451613433e-01,3.967741935483871107e-01,3.935483870967742548e-01,4.032258064516129892e-01,4.193548387096773800e-01,4.161290322580645240e-01,4.354838709677418818e-01,4.258064516129032029e-01
0.000000000000000000e+00,3.225806451612900187e-03,9.032258064516131280e-02,1.451612903225805995e-01,2.741935483870968637e-01,2.677419354838709298e-01,3.290322580645160810e-01,3.161290322580645462e-01,3.838709677419355204e-01,3.741935483870968415e-01,4.193548387096773800e-01,3.548387096774193727e-01,4.322580645161290258e-01,4.161290322580645240e-01,3.870967741935484319e-01,4.290322580645161143e-01,4.064516129032257896e-01,4.483870967741935831e-01,4.161290322580645240e-01,4.516129032258063836e-01
0.000000000000000000e+00,3.225806451612900187e-03,8.709677419354841521e-02,1.677419354838710075e-01,2.774193548387096642e-01,3.096774193548387233e-01,3.225806451612903136e-01,3.516129032258065168e-01,3.612903225806451402e-01,4.000000000000000222e-01,4.354838709677419928e-01,4.096774193548387011e-01,4.032258064516128782e-01,3.774193548387096975e-01,4.290322580645161143e-01,4.580645161290322065e-01,4.258064516129033139e-01,4.096774193548388121e-01,4.548387096774192950e-01,4.870967741935484097e-01
0.000000000000000000e+00,9.677419354838701429e-03,7.741935483870969470e-02,2.161290322580645407e-01,2.677419354838709853e-01,2.806451612903226311e-01,3.193548387096774022e-01,3.677419354838709631e-01,3.225806451612903136e-01,3.645161290322581626e-01,3.967741935483871663e-01,3.903225806451613988e-01,4.419354838709677047e-01,4.290322580645161699e-01,4.032258064516129892e-01,4.419354838709677047e-01,4.741935483870968193e-01,4.516129032258063836e-01,4.387096774193549042e-01,4.516129032258063836e-01
